"","id","clee","nom_estab","raz_social","codigo_act","nombre_act","per_ocu","tipo_vial","nom_vial","tipo_v_e_1","nom_v_e_1","tipo_v_e_2","nom_v_e_2","tipo_v_e_3","nom_v_e_3","numero_ext","letra_ext","edificio","edificio_e","numero_int","letra_int","tipo_asent","nomb_asent","tipoCenCom","nom_CenCom","num_local","cod_postal","cve_ent","entidad","cve_mun","municipio","cve_loc","localidad","ageb","manzana","telefono","correoelec","www","tipoUniEco","latitud","longitud","fecha_alta"
"2525",9034380,"31040315225000901000000000U1","ACABADO DE PRENDAS SIN NOMBRE","",315225,"Confección de prendas de vestir sobre medida","0 a 5 personas","CALLE","18","CALLE","13","CALLE","17","CALLE","16",NA,"SN","",NA,NA,"","PUEBLO","KIMBILA","","","",97555,31,"YUCATÁN       ",40,"Izamal",41,"Kimbilá","0092",6,"","","","Fijo",20.93769418,-89.12291619,"2019-11"
"2638",4538655,"31050315225002122001000000U1","ALEXEI","",315225,"Confección de prendas de vestir sobre medida","11 a 30 personas","CALLE","23","CALLE","10","CALLE","12","CALLE","25",68,"C","",NA,NA,"","COLONIA","MEXICO","","","",97125,31,"YUCATÁN       ",50,"Mérida",1,"Mérida","2362",10,"9999237341","CONTACTO@ALEXEIQUINTAL.COM.MX","","Fijo",21.00078087,-89.60716808,"2014-12"
"2677",4511652,"31048315225000101000000000U1","ALI ROMERO SIN","",315225,"Confección de prendas de vestir sobre medida","0 a 5 personas","CALLE","17","CALLE","18","CALLE","19","CALLE","17",0,"SN","",NA,0,"","LOCALIDAD","CENTRO","","","",97800,31,"YUCATÁN       ",48,"Maxcanú",1,"Maxcanú","0230",23,"","","","Fijo",20.58549875,-89.99970623,"2010-07"
"2865",6988531,"31080315225001321000000000U7","ARMADO DE PANTALONES SIN NOMBRE","",315225,"Confección de prendas de vestir sobre medida","0 a 5 personas","CALLE","26","CALLE","CALLE 9","CALLE","9","CALLE","26A",NA,"SN","",NA,NA,"","COLONIA","MEJORADA","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","0134",1,"","","","Fijo",20.54497606,-89.33256222,"2019-11"
"2925",9342497,"31080315225001431000000000U4","ARMADO DE PRENDAS DE VESTIR SIN NOMBRE","",315225,"Confección de prendas de vestir sobre medida","0 a 5 personas","CALLE","38","CALLE","21","CALLE","40","CALLE","40",NA,"SN","",NA,NA,"","COLONIA","CENTRO","","","",NA,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","0100",32,"9991897037","","","Fijo",20.53742772,-89.34097087,"2021-05"
"2927",4556354,"31080315225000871000000000U2","ARMADO DE PRENDAS DE VESTIR SIN NOMBRE","",315225,"Confección de prendas de vestir sobre medida","0 a 5 personas","CALLE","17","CALLE","20","CALLE","18","CALLE","15",NA,"SN","",NA,NA,"","COLONIA","MEJORADA","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","0115",10,"","","","Fijo",20.53812886,-89.32854474,"2014-12"
"2928",4556352,"31080315225000531000000000U2","ARMADO DE PRENDAS DE VESTIR SIN NOMBRE","",315225,"Confección de prendas de vestir sobre medida","0 a 5 personas","CALLE","17","CALLE","22","CALLE","20","CALLE","15",NA,"SN","",NA,NA,"","COLONIA","MEJORADA","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","0115",9,"","","","Fijo",20.53810667,-89.32979797,"2014-12"
"2929",7697517,"31032315225000271000000000U6","ARMADO DE PRENDAS DE VESTIR SIN NOMBRE","",315225,"Confección de prendas de vestir sobre medida","0 a 5 personas","CALLE","26","CALLE","25","CALLE","23","CALLE","28",197,"","",NA,NA,"","COLONIA","CENTRO","","","",97730,31,"YUCATÁN       ",32,"Espita",1,"Espita","0118",21,"","","","Fijo",21.01185201,-88.30864684,"2019-11"
"2953",7697519,"31032315225000281000000000U5","ARMADO DE PRENDAS SIN NOMBRE","",315225,"Confección de prendas de vestir sobre medida","0 a 5 personas","CALLE","28","CALLE","25","CALLE","23","CALLE","26",198,"","",NA,NA,"","COLONIA","CENTRO","","","",97730,31,"YUCATÁN       ",32,"Espita",1,"Espita","0118",21,"","","","Fijo",21.01184325,-88.30996686,"2019-11"
"2960",4509665,"31040311520000081010000000U0","ARMADO DE ROPA SIN NOMBRE","",315225,"Confección de prendas de vestir sobre medida","0 a 5 personas","CALLE","13","CALLE","14","CALLE","16","CALLE","15",NA,"SN","",NA,NA,"","PUEBLO","KIMBILA","","","",97555,31,"YUCATÁN       ",40,"Izamal",41,"Kimbilá","0092",26,"","","","Fijo",20.93897358,-89.12066187,"2010-07"
"2962",4556702,"31046315225000093001000000U4","ARMADO DE ROPA SIN NOMBRE","",315225,"Confección de prendas de vestir sobre medida","0 a 5 personas","CALLE","34","CALLE","27","CALLE","25","CALLE","32",NA,"SN","",NA,NA,"","PUEBLO","MAMA","","","",97900,31,"YUCATÁN       ",46,"Mama",1,"Mama","0058",7,"9971408151","","","Fijo",20.47813058,-89.36862589,"2014-12"
"2963",6988625,"31046315225000131000000000U2","ARMADO DE ROPA SIN NOMBRE","",315225,"Confección de prendas de vestir sobre medida","0 a 5 personas","CALLE","31","PRIVADA","NINGUNO","PRIVADA","NINGUNO","PRIVADA","NINGUNO",NA,"SN","",NA,NA,"","PUEBLO","MAMA","","","",97900,31,"YUCATÁN       ",46,"Mama",1,"Mama","0058",15,"","","","Fijo",20.47591142,-89.36970171,"2019-11"
"2977",4530772,"31040315225000701000000000U5","ARMADO DE ROPA TIPICAS","",315225,"Confección de prendas de vestir sobre medida","0 a 5 personas","CALLE","27","CALLE","22","CALLE","24","CALLE","25",59,"","",NA,NA,"","PUEBLO","KIMBILA","","","",97555,31,"YUCATÁN       ",40,"Izamal",41,"Kimbilá","0105",23,"","","","Fijo",20.93096732,-89.12681473,"2014-12"
"3077",4556224,"31080315225001091000000000U6","ARMADOR DE PPRENDAS DE VESTIR SIN NOMBRE","",315225,"Confección de prendas de vestir sobre medida","0 a 5 personas","CALLE","28","CALLE","13","CALLE","11","CALLE","13",NA,"SN","",NA,NA,"","COLONIA","SAN MARTIN","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","0098",16,"","","","Fijo",20.54180726,-89.33678317,"2014-12"
"3157",6989378,"31080315225001391000000000U0","ARMADOR DE PRENDAS DE VESTIR SIN NOMBRE","",315225,"Confección de prendas de vestir sobre medida","0 a 5 personas","CALLE","17","CALLE","34","CALLE","36","CALLE","13",NA,"SN","",NA,NA,"","COLONIA","SAN MARTIN","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","0098",6,"9991356258","","","Fijo",20.53924021,-89.33741364,"2019-11"
"3160",6989119,"31080315225001341000000000U5","ARMADOR DE PRENDAS DE VESTIR SIN NOMBRE","",315225,"Confección de prendas de vestir sobre medida","0 a 5 personas","CALLE","28","CALLE","21","CALLE","19","CALLE","30",0,"SN","",NA,0,"","COLONIA","SAN MARTIN","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","0098",13,"","","","Fijo",20.53680518,-89.33413458,"2019-11"
"3169",4556230,"31080315225000911000000000U6","ARMADOR DE PRENDAS DE VESTIR SIN NOMBRE","",315225,"Confección de prendas de vestir sobre medida","0 a 5 personas","CALLE","28","CALLE","15","CALLE","17","CALLE","30",NA,"SN","",NA,NA,"","COLONIA","SAN MARTIN","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","0098",2,"9992149868","","","Fijo",20.53969824,-89.3354085,"2014-12"
"3170",4556193,"31080315225000571000000000U8","ARMADOR DE PRENDAS DE VESTIR SIN NOMBRE","",315225,"Confección de prendas de vestir sobre medida","0 a 5 personas","CALLE","13","CALLE","26A","CALLE","28","CALLE","15",NA,"SN","",NA,NA,"","COLONIA","MEJORADA","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","0098",9,"9971085384","","","Fijo",20.54123573,-89.33544285,"2014-12"
"3178",4556252,"31080315225001031000000000U2","ARMADOR DE PRENDAS DE VESTIR SIN NOMBRE","",315225,"Confección de prendas de vestir sobre medida","0 a 5 personas","CALLE","38","CALLE","17","CALLE","21","CALLE","40",0,"SN","",NA,0,"","COLONIA","SAN MARTIN","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","0098",21,"9971402794","","","Fijo",20.53859342,-89.33929692,"2014-12"
"3180",4556239,"31080315225001171000000000U6","ARMADOR DE PRENDAS DE VESTIR SIN NOMBRE","",315225,"Confección de prendas de vestir sobre medida","0 a 5 personas","CALLE","40","CALLE","13","CALLE","17","CALLE","38",0,"SN","",NA,0,"","COLONIA","SAN MARTIN","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","0098",22,"","","","Fijo",20.5401901,-89.33964873,"2014-12"
"3204",4569640,"31080315225000221000000000U0","ARMADORA","",315225,"Confección de prendas de vestir sobre medida","0 a 5 personas","CALLE","21","CALLE","32","CALLE","34","CALLE","23",0,"SN","",NA,0,"","SECTOR","SAN MARTIN","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","0100",8,"","","","Fijo",20.53722985,-89.33697789,"2010-07"
"3230",4569385,"31046315229000211000000000U4","ARMADORA DE PANTALONES SIN NOMBRE","",315225,"Confección de prendas de vestir sobre medida","0 a 5 personas","CALLE","26","CALLE","21","CALLE","19","CALLE","28",0,"SN","",NA,0,"","PUEBLO","MAMA","","","",97900,31,"YUCATÁN       ",46,"Mama",1,"Mama","0039",10,"","","","Fijo",20.48007248,-89.3640071,"2010-07"
"3238",8379241,"31080315225001301000000000U9","ARMADORA DE PRENDA DE VESTIR SIN NOMBRE","",315225,"Confección de prendas de vestir sobre medida","0 a 5 personas","CALLE","38","CALLE","17","CALLE","21","CALLE","40",0,"SN","",NA,0,"","COLONIA","SAN MARTIN","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","0098",21,"","","","Fijo",20.53918988,-89.33917868,"2019-11"
"3273",4556286,"31080315225001161000000000U7","ARMADORA DE PRENDAS DE VESTIR SIN NOMBRE","",315225,"Confección de prendas de vestir sobre medida","0 a 5 personas","CALLE","19","CALLE","28","CALLE","26","CALLE","17",NA,"SN","",NA,NA,"","COLONIA","MEJORADA","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","0098",11,"","","","Fijo",20.53723051,-89.33359387,"2014-12"
"3295",8060394,"31050315225003051000000000U1","ARTE Y CONFECCION","ARTE Y CONFECCION TEXTIL DEL SURESTE S.A.C",315225,"Confección de prendas de vestir sobre medida","0 a 5 personas","AVENIDA","ALEMAN (4)","CALLE","17","CALLE","17A","AVENIDA","FELIPE CARRILLO PUERTO (6)",NA,"SN","",NA,NA,"","COLONIA","FELIPE CARRILLO PUERTO NORTE","","","",97136,31,"YUCATÁN       ",50,"Mérida",1,"Mérida","5263",25,"","CGONGORAABITEX@.COM.MX","","Fijo",20.99306971,-89.60261102,"2019-11"
"3368",4521240,"31050463211004421001000000U5","AZUL BY ALDRIN","",315225,"Confección de prendas de vestir sobre medida","6 a 10 personas","AVENIDA","COLON (33A)","AVENIDA","PASEODE MONTEJO","CALLE","60","AVENIDA","CUPULES (33)",451,"","CENTRO Y PLAZA COMERCIAL",17,65,"","COLONIA","CENTRO","CENTRO Y PLAZA COMERCIAL","AMERICANA","65",97000,31,"YUCATÁN       ",50,"Mérida",1,"Mérida","0224",4,"9999287938","AZULBYALDRIN@LIVE.COM.MX","","Fijo",20.98595606,-89.61865092,"2014-12"
"3441",6416163,"31050315225001762002000000S5","BODEGA SIQUEFF MERCANTIL","SIQUEFF MERCANTIL SA DE CV",315225,"Confección de prendas de vestir sobre medida","31 a 50 personas","CALLE","67","CALLE","46","CALLE","44","CALLE","69",440,"A","",NA,0,"","COLONIA","CENTRO","","","",97000,31,"YUCATÁN       ",50,"Mérida",1,"Mérida","0525",3,"","","","Fijo",20.96121938,-89.61486813,"2014-12"
"3459",4588849,"31038315225000111000000000U1","BONETERIA Y MERCERIA DON BONI","",315225,"Confección de prendas de vestir sobre medida","0 a 5 personas","CALLE","30","CALLE","33","CALLE","35","CALLE","32",NA,"SN","",NA,NA,"","COLONIA","CENTRO","","","",97350,31,"YUCATÁN       ",38,"Hunucmá",1,"Hunucmá","0094",21,"9889310857","DONBONIHMA@HOTMAIL.COM","","Fijo",21.01433225,-89.87787085,"2010-07"
"3481",9368719,"31102315225000781000000000U5","BORADO Y COSTURA DE ROPA SIN NOMBRE","BORADO Y COSTURA DE ROPS SIN NOMBRE ",315225,"Confección de prendas de vestir sobre medida","0 a 5 personas","CALLE","44","CALLE","33","CALLE","31","CALLE","31",NA,"SN","",NA,NA,"","COLONIA","SANTA LUCIA","","","",97780,31,"YUCATÁN       ",102,"Valladolid",1,"Valladolid","0415",6,"","","","Fijo",20.69590573,-88.20415482,"2021-05"
"7252",7606377,"31059315225000181000000000U0","BOUTIQUE DE NIÑA FEELVA","",315225,"Confección de prendas de vestir sobre medida","0 a 5 personas","CALLE","31","CALLE","102","CALLE","104","CALLE","29",247,"","",NA,NA,"","COLONIA","JUAN MONTALVO","","","",97320,31,"YUCATÁN       ",59,"Progreso",1,"Progreso","0446",24,"9999088718","FEELVABOUTIQUE@GMAIL.COM","","Fijo",21.28201996,-89.67500889,"2019-11"
"7254",8352871,"31050315225003361000000000U4","BOUTIQUE GERARDO VALDEZ","",315225,"Confección de prendas de vestir sobre medida","0 a 5 personas","CALLE","63","CALLE","36","CALLE","38","CALLE","61",NA,"SN","",NA,NA,"","CIUDAD","BARRIO MEJORADA","","","",97000,31,"YUCATÁN       ",50,"Mérida",1,"Mérida","053A",20,"","","","Fijo",20.96358233,-89.60952411,"2019-11"
"7317",7644555,"31050315225002991000000000U9","CAMBIO DE CIERRES","",315225,"Confección de prendas de vestir sobre medida","0 a 5 personas","CALLE","67B","CALLE","122 (AVENIDA ZAMNA)","CALLE","67","CALLE","67A",NA,"SN","",NA,NA,"","FRACCIONAMIENTO","YUCALPETEN","","","",97238,31,"YUCATÁN       ",50,"Mérida",1,"Mérida","1805",12,"9992587848","","","Fijo",20.97904181,-89.66006647,"2019-11"
"7344",4539419,"31050315229001371010000000U7","CASA DE DISEÑADORES","",315225,"Confección de prendas de vestir sobre medida","0 a 5 personas","CALLE","41","OTRO (ESPECIFIQUE)","NINGUNO","OTRO (ESPECIFIQUE)","NINGUNO","OTRO (ESPECIFIQUE)","NINGUNO",467,"","",NA,NA,"","FRACCIONAMIENTO","FRACCIONAMIENTO EL FENIX","","","",97155,31,"YUCATÁN       ",50,"Mérida",1,"Mérida","0332",45,"9992941050","","","Fijo",20.97830989,-89.60867925,"2014-12"
"7345",8352786,"31050315225003351000000000U5","CASA DE MODAS CYNTHIA QUINTAL","",315225,"Confección de prendas de vestir sobre medida","0 a 5 personas","CALLE","121","CALLE","158","CALLE","154","CALLE","123",714,"","",NA,NA,"","FRACCIONAMIENTO","LOS HEROES","","","",97306,31,"YUCATÁN       ",50,"Mérida",1,"Mérida","6717",13,"99991178473","CYN_0315@HOTMAIL.COM","","Fijo",20.98904489,-89.54081158,"2019-11"
"7346",7302239,"31059315225000171000000000U1","CASA DE MODAS DE VENY","",315225,"Confección de prendas de vestir sobre medida","0 a 5 personas","CALLE","37","CALLE","104","CALLE","106","CALLE","39",NA,"SN","",NA,NA,"","COLONIA","CANUL REYES","","","",97320,31,"YUCATÁN       ",59,"Progreso",1,"Progreso","0446",15,"9992069651","","","Fijo",21.27871066,-89.67598457,"2019-11"
"7394",4556268,"31080315225001233001000000U4","CENTRO DE COSTURA EDDIE","",315225,"Confección de prendas de vestir sobre medida","31 a 50 personas","CALLE","30","CALLE","21","CALLE","17","CALLE","21",0,"SN","",NA,0,"","COLONIA","TEKIT","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","0098",4,"9979716241","","","Fijo",20.53814864,-89.33550771,"2014-12"
"7437",4507423,"31052463310000031010000000U2","COMERCIAL DE NOVEDADES LOS TRES REYES","",315225,"Confección de prendas de vestir sobre medida","0 a 5 personas","CALLE","31A","CALLE","30","CALLE","28","CALLE","33",302,"","MERCADO PUBLICO",5,47,"","COLONIA","CENTRO","MERCADO PUBLICO","FELIPE CARRILLO PUERTO","47",97430,31,"YUCATÁN       ",52,"Motul",1,"Motul de Carrillo Puerto","020A",28,"","","","Fijo",21.09224338,-89.28536828,"2014-12"
"7443",7676340,"31057315225000191000000000U3","COMPOSTURA DE ROPA","",315225,"Confección de prendas de vestir sobre medida","0 a 5 personas","CALLE","20","CALLE","31","CALLE","33A","CALLE","22",123,"A","",NA,NA,"","COLONIA","SAN ISIDRO","","","",97610,31,"YUCATÁN       ",57,"Panabá",1,"Panabá","0155",31,"","","","Fijo",21.29297113,-88.27228823,"2019-11"
"7473",4535687,"31076315225000041000000000U0","CONFECCION DE PANTALONES Y CAMISAS","",315225,"Confección de prendas de vestir sobre medida","0 a 5 personas","CALLE","22","CALLE","23","CALLE","27","CALLE","20",92,"","",NA,NA,"","PUEBLO","TECOH","","","",97820,31,"YUCATÁN       ",76,"Tecoh",1,"Tecoh","0080",34,"9994372791","","","Fijo",20.74423149,-89.46897734,"2014-12"
"7474",4513910,"31050315225001021000000000U6","CONFECCION DE PRENDAS DE VESTIR","",315225,"Confección de prendas de vestir sobre medida","0 a 5 personas","CALLE","72","CALLE","145","CALLE","141","CALLE","74",NA,"DOMICILIO CONOCIDO","",NA,NA,"","COLONIA","SAN ANTONIO XLUCH","","","",97290,31,"YUCATÁN       ",50,"Mérida",1,"Mérida","3290",22,"","","","Fijo",20.92145513,-89.63766666,"2010-07"
"7476",4565719,"31098315225000181000000000U8","CONFECCION DE PRENDAS DE VESTIR PARA DAMA SIN NOMBRE","",315225,"Confección de prendas de vestir sobre medida","0 a 5 personas","CALLE","29","CALLE","31","CALLE","44","CALLE","31",0,"SN","",NA,0,"","COLONIA","SAN ESTEBAN","","","",97960,31,"YUCATÁN       ",98,"Tzucacab",1,"Tzucacab","0105",33,"","","","Fijo",20.07444369,-89.05702417,"2014-12"
"7477",4507464,"31073315225000051000000000U6","CONFECCION DE PRENDAS DE VESTIR SIN NOMBRE","",315225,"Confección de prendas de vestir sobre medida","0 a 5 personas","CALLE","5","CALLE","18","CALLE","16","CALLE","7",NA,"SN","",NA,NA,"","COLONIA","EMILIANO ZAPATA","","","",97945,31,"YUCATÁN       ",73,"Tahdziú",1,"Tahdziú","0040",8,"9971270324","","","Fijo",20.20820994,-88.94710249,"2010-07"
"7478",4507453,"31073315225000151000000000U4","CONFECCION DE PRENDAS DE VESTIR SIN NOMBRE","",315225,"Confección de prendas de vestir sobre medida","0 a 5 personas","CALLE","5","CALLE","16","CALLE","14","CALLE","NINGUNO",NA,"SN","",NA,NA,"","COLONIA","SANTA ROSA","","","",97945,31,"YUCATÁN       ",73,"Tahdziú",1,"Tahdziú","0040",10,"9971184946","","","Fijo",20.20804586,-88.94551412,"2010-07"
"7479",8841992,"31025315225000171000000000U2","CONFECCION DE PRENDAS DE VESTIR SIN NOMBRE","",315225,"Confección de prendas de vestir sobre medida","0 a 5 personas","CALLE","9","CALLE","20","CALLE","18","CALLE","11",NA,"SN","",NA,NA,"","PUEBLO","DZAN","","","",97854,31,"YUCATÁN       ",25,"Dzán",1,"Dzan","0058",10,"","","","Fijo",20.39435387,-89.46601552,"2019-11"
"7480",4507113,"31073315225000521000000000U8","CONFECCION DE PRENDAS DE VESTIR SIN NOMBRE","",315225,"Confección de prendas de vestir sobre medida","0 a 5 personas","CALLE","19","CALLE","10","CALLE","12","CALLE","21",NA,"SN","",NA,NA,"","COLONIA","MIGUEL HIDALGO","","","",97945,31,"YUCATÁN       ",73,"Tahdziú",1,"Tahdziú","0055",17,"","","","Fijo",20.19881841,-88.94512657,"2010-07"
"7482",4565081,"31073315225000621000000000U6","CONFECCION DE PRENDAS DE VESTIR SIN NOMBRE","",315225,"Confección de prendas de vestir sobre medida","0 a 5 personas","CALLE","5","CALLE","10","CALLE","NINGUNO","OTRO (ESPECIFIQUE)","MONTE",NA,"SN","",NA,NA,"","COLONIA","SANTA ROSA","","","",97945,31,"YUCATÁN       ",73,"Tahdziú",1,"Tahdziú","0040",27,"","","","Fijo",20.20788372,-88.94304332,"2014-12"
"7484",7146288,"31073315225000661000000000U2","CONFECCION DE PRENDAS DE VESTIR SIN NOMBRE","",315225,"Confección de prendas de vestir sobre medida","0 a 5 personas","CALLE","10","CALLE","7","CALLE","5","CALLE","8",NA,"SN","",NA,NA,"","COLONIA","SANTA ROSA","","","",97945,31,"YUCATÁN       ",73,"Tahdziú",1,"Tahdziú","0040",12,"9971078916","","","Fijo",20.20761587,-88.94359498,"2019-11"
"7485",7146096,"31073315225000651000000000U3","CONFECCION DE PRENDAS DE VESTIR SIN NOMBRE","",315225,"Confección de prendas de vestir sobre medida","0 a 5 personas","CALLE","10","CALLE","21","CALLE","10A","CALLE","10",NA,"SN","",NA,NA,"","COLONIA","MIGUEL HIDALGO","","","",97945,31,"YUCATÁN       ",73,"Tahdziú",1,"Tahdziú","0055",32,"","","","Fijo",20.19797175,-88.94409736,"2019-11"
"7486",4561908,"31003315225000211000000000U3","CONFECCION DE PRENDAS DE VESTIR SIN NOMBRE","",315225,"Confección de prendas de vestir sobre medida","0 a 5 personas","CALLE","34","CALLE","37","CALLE","35","CALLE","32",NA,"SN","",NA,NA,"","COLONIA","20 DE NOVIEMBRE","","","",97990,31,"YUCATÁN       ",3,"Akil",1,"Akil","0135",20,"","","","Fijo",20.26445845,-89.35627197,"2014-12"
"7487",6989313,"31080315225001361000000000U3","CONFECCION DE PRENDAS DE VESTIR SIN NOMBRE","",315225,"Confección de prendas de vestir sobre medida","0 a 5 personas","CALLE","40","CALLE","13","CALLE","17","CALLE","38",0,"SN","",NA,0,"","COLONIA","SAN MARTIN","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","0098",22,"9971237549","","","Fijo",20.54005605,-89.33970347,"2019-11"
"7489",4496641,"31102315225000031000000000U5","CONFECCIÓN DE PRENDAS DE VESTIR SOBRE MEDIDA","",315225,"Confección de prendas de vestir sobre medida","0 a 5 personas","CALLE","12","CALLE","47","CALLE","47","CALLE","10",0,"SN","",NA,0,"","COLONIA","SAN FRANCISCO","","","",97780,31,"YUCATÁN       ",102,"Valladolid",1,"Valladolid","0449",12,"","","","Fijo",20.68193983,-88.18251817,"2010-07"
"7492",4511922,"31033315225000011000000000U4","CONFECCION DE PRENDAS DE VESTIR SOBRE MEDIDA","",315225,"Confección de prendas de vestir sobre medida","0 a 5 personas","CALLE","20","CALLE","17","CALLE","19","CALLE","18",NA,"SN","",NA,NA,"","COLONIA","CENTRO","","","",97830,31,"YUCATÁN       ",33,"Halachó",1,"Halachó","0153",18,"","","","Fijo",20.47900614,-90.08173914,"2010-07"
"7493",4503601,"31068315225000041000000000U7","CONFECCION DE PRENDAS DE VESTIR SOBRE MEDIDA","",315225,"Confección de prendas de vestir sobre medida","0 a 5 personas","CALLE","24","CALLE","11","CALLE","13","CALLE","26",0,"SN","",NA,0,"","COLONIA","NINIGUNO","","","",97420,31,"YUCATÁN       ",68,"Sinanché",1,"Sinanché","0055",48,"","","","Fijo",21.2302735,-89.18624559,"2010-07"
"7494",4508180,"31078315225000021000000000U8","CONFECCION DE PRENDAS DE VESTIR SOBRE MEDIDA","",315225,"Confección de prendas de vestir sobre medida","0 a 5 personas","CALLE","11","CALLE","28","CALLE","24","CALLE","NINGUNO",NA,"SN","",NA,NA,"","PUEBLO","TEKANTO","","","",97520,31,"YUCATÁN       ",78,"Tekantó",1,"Tekantó","0032",21,"","","","Fijo",21.01683792,-89.10974732,"2010-07"
"7495",4516996,"31050315225000791000000000U5","CONFECCION DE PRENDAS DE VESTIR SOBRE MEDIDA","",315225,"Confección de prendas de vestir sobre medida","0 a 5 personas","CALLE","73A","CALLE","40","CALLE","38","CALLE","73",469,"C","",NA,0,"","COLONIA","CIUDAD","","","",97000,31,"YUCATÁN       ",50,"Mérida",1,"Mérida","0648",29,"","","","Fijo",20.9558055,-89.61185367,"2010-07"
"7496",4502515,"31079315225000151000000000U1","CONFECCION DE PRENDAS DE VESTIR SOBRE MEDIDA","",315225,"Confección de prendas de vestir sobre medida","0 a 5 personas","CALLE","37","CALLE","38","CALLE","34","CALLE","35",NA,"SN","",NA,NA,"","COLONIA","LAZARO CARDENAS","","","",97970,31,"YUCATÁN       ",79,"Tekax",1,"Tekax de Álvaro Obregón","0595",1,"","","","Fijo",20.20807575,-89.27726557,"2010-07"
"7497",4509647,"31040315225000381000000000U6","CONFECCION DE PRENDAS DE VESTIR SOBRE MEDIDA","",315225,"Confección de prendas de vestir sobre medida","0 a 5 personas","CALLE","13","CALLE","18","CALLE","14","CALLE","11",0,"SN","",NA,0,"","PUEBLO","KIMBILA","","","",97555,31,"YUCATÁN       ",40,"Izamal",41,"Kimbilá","0092",21,"","","","Fijo",20.93948255,-89.12221749,"2010-07"
"7498",4488160,"31096315225000151000000000U5","CONFECCION DE PRENDAS DE VESTIR SOBRE MEDIDA","",315225,"Confección de prendas de vestir sobre medida","0 a 5 personas","CALLE","55","CALLE","52","CALLE","50","CALLE","57",406,"SN","",NA,NA,"","COLONIA","CENTRO","","","",97700,31,"YUCATÁN       ",96,"Tizimín",1,"Tizimín","0045",29,"9861071818","","","Fijo",21.14188808,-88.1530616,"2010-07"
"7499",4507808,"31052315225000121000000000U1","CONFECCION DE PRENDAS DE VESTIR SOBRE MEDIDA","",315225,"Confección de prendas de vestir sobre medida","0 a 5 personas","CALLE","29A","CALLE","48","CALLE","46","CALLE","31",318,"E","",NA,0,"","COLONIA","SACNITE","","","",97430,31,"YUCATÁN       ",52,"Motul",1,"Motul de Carrillo Puerto","0267",13,"","","","Fijo",21.09421039,-89.29761237,"2010-07"
"7500",4488486,"31096315225000021000000000U0","CONFECCION DE PRENDAS DE VESTIR SOBRE MEDIDA","",315225,"Confección de prendas de vestir sobre medida","0 a 5 personas","CALLE","69","CALLE","50A","CALLE","48","CALLE","69A",463,"SN","",NA,NA,"","COLONIA","ADOLFO LOPEZ MATEOS","","","",97700,31,"YUCATÁN       ",96,"Tizimín",1,"Tizimín","0986",31,"","","","Fijo",21.13412682,-88.15428439,"2010-07"
"7501",9024247,"31050315225002761000000000U6","CONFECCIÓN DE PRENDAS DE VESTIR SOBRE MEDIDA","",315225,"Confección de prendas de vestir sobre medida","0 a 5 personas","AVENIDA","38 (CAMPESTRE)","CALLE","19","CALLE","21","CALLE","19",151,"B","",NA,NA,"","FRACCIONAMIENTO","CAMPESTRE","","","",97120,31,"YUCATÁN       ",50,"Mérida",1,"Mérida","2396",3,"9993586227","","","Fijo",21.00356187,-89.62032477,"2019-11"
"7502",4559124,"31033811499000051010000000U0","CONFECCIÓN DE PRENDAS DE VESTIR SOBRE MEDIDA","",315225,"Confección de prendas de vestir sobre medida","0 a 5 personas","CALLE","20","CALLE","13","PRIVADA","NINGUNO","CALLE","24",19,"","",NA,0,"","COLONIA","SALIDA","","","",97830,31,"YUCATÁN       ",33,"Halachó",1,"Halachó","0149",7,"","","","Fijo",20.48596747,-90.07960978,"2014-12"
"7503",4495823,"31019315225000051000000000U9","CONFECCION DE PRENDAS DE VESTIR SOBRE MEDIDA","",315225,"Confección de prendas de vestir sobre medida","0 a 5 personas","CALLE","17","CALLE","24","CALLE","26","CALLE","15",0,"SN","",NA,0,"","PUEBLO","CHEMAX","","","",97770,31,"YUCATÁN       ",19,"Chemax",1,"Chemax","0173",22,"","","","Fijo",20.65838815,-87.93932399,"2010-07"
