"","id","clee","nom_estab","raz_social","codigo_act","nombre_act","per_ocu","tipo_vial","nom_vial","tipo_v_e_1","nom_v_e_1","tipo_v_e_2","nom_v_e_2","tipo_v_e_3","nom_v_e_3","numero_ext","letra_ext","edificio","edificio_e","numero_int","letra_int","tipo_asent","nomb_asent","tipoCenCom","nom_CenCom","num_local","cod_postal","cve_ent","entidad","cve_mun","municipio","cve_loc","localidad","ageb","manzana","telefono","correoelec","www","tipoUniEco","latitud","longitud","fecha_alta"
"2663",4556431,"31080315222002621000000000U6","ALFORZADOR DE GUAYABERAS SIN NOMBRE","",315222,"Confección en serie de camisas","0 a 5 personas","CALLE","25","CALLE","22","CALLE","24","CALLE","27",0,"SN","",NA,0,"","SECTOR","SAN CRISTOBAL","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","012A",16,"","","","Fijo",20.53393738,-89.33161149,"2014-12"
"2664",4556449,"31080315222003281000000000U8","ALFORZADOR DE GUAYABERAS SIN NOMBRE","",315222,"Confección en serie de camisas","0 a 5 personas","CALLE","27","CALLE","14","CALLE","16","CALLE","29",NA,"SN","",NA,NA,"","SECTOR","SAN CRISTOBAL","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","012A",8,"","","","Fijo",20.53276932,-89.32692221,"2014-12"
"2665",6988803,"31080315222005481000000000U2","ALFORZADOR DE GUAYABERAS SIN NOMBRE","",315222,"Confección en serie de camisas","0 a 5 personas","CALLE","20","CALLE","23","CALLE","25","CALLE","18",0,"SN","",NA,0,"","SECTOR","SAN CRISTOBAL","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","115",15,"","","","Fijo",20.53382392,-89.32975096,"2019-11"
"2671",4556529,"31080315222003131000000000U5","ALFORZADOR DE GUAYABERAS SIN NOMBRE","",315222,"Confección en serie de camisas","0 a 5 personas","CALLE","20","CALLE","21","CALLE","23","CALLE","22",0,"SN","",NA,0,"","SECTOR","SAN CRISTOBAL","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","115",6,"","","","Fijo",20.53494802,-89.32957069,"2014-12"
"2672",4569404,"31080315222000201000000000U9","ALFORZADOR DE GUAYAVERAS SIN NOMBRE","",315222,"Confección en serie de camisas","0 a 5 personas","CALLE","23","CALLE","38A","CALLE","38","CALLE","38",0,"SN","",NA,0,"","SECTOR","SAN MARTIN","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","100",29,"9971123580","","","Fijo",20.53629375,-89.34044859,"2010-07"
"2673",4569405,"31080315222001851000000000U0","ALFORZADOR DE GUAYAVERAS SIN NOMBRE","",315222,"Confección en serie de camisas","0 a 5 personas","CALLE","23","CALLE","38A","CALLE","38","CALLE","38",0,"SN","",NA,0,"","SECTOR","SAN MARTIN","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","100",29,"","","","Fijo",20.53631943,-89.34064065,"2010-07"
"2674",6988420,"31080315222004921000000000U8","ALFORZADOR DE GUAYAVERAS SIN NOMBRE","",315222,"Confección en serie de camisas","0 a 5 personas","CALLE","23","CALLE","38A","CALLE","38","CALLE","38",0,"SN","",NA,0,"","SECTOR","SAN MARTIN","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","100",29,"","","","Fijo",20.53632509,-89.34068299,"2019-11"
"2675",4556534,"31080314991001121010000000U9","ALFORZADORA DE GUAYABERAS SIN NOMBRE","",315222,"Confección en serie de camisas","0 a 5 personas","CALLE","16","CALLE","23","CALLE","27","CALLE","18",0,"SN","",NA,0,"","SECTOR","SAN CRISTOBAL","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","115",14,"","","","Fijo",20.53344673,-89.327444,"2014-12"
"2676",4509776,"31040313310000011000000000U1","ALFORZAR SIN NOMBRE","",315222,"Confección en serie de camisas","0 a 5 personas","CALLE","21","CALLE","18","CALLE","16","CALLE","19",NA,"SN","",NA,NA,"","PUEBLO","KIMBILA","","","",97555,31,"YUCATÁN       ",40,"Izamal",41,"Kimbilá","92",14,"","","","Fijo",20.93427638,-89.12361614,"2010-07"
"2691",9062575,"31080315222006981000000000S0","ALMACEN DE GUAYABERAS SIN NOMBRE","",315222,"Confección en serie de camisas","0 a 5 personas","CALLE","20","CALLE","31","CALLE","29","CALLE","22",NA,"SN","",NA,NA,"","SECTOR","SAN CRISTOBAL","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","012A",4,"","","","Fijo",20.5318496,-89.33034965,"2019-11"
"2693",4569767,"31080315222002082000000000U1","ALMACEN SAN MARTIN","",315222,"Confección en serie de camisas","0 a 5 personas","CALLE","28","CALLE","25","CALLE","23","CALLE","30",199,"A","",NA,NA,"","SECTOR","CENTRO","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","100",11,"9971015878","","","Fijo",20.53418336,-89.33375298,"2010-07"
"2716",4569443,"31080315222001521000000000U9","ARAMADO DE GUAYABERAS SIN NOMBRE","",315222,"Confección en serie de camisas","0 a 5 personas","CALLE","13","CALLE","28","CALLE","26A","CALLE","SIN REFERENCIA",NA,"SN","",NA,NA,"","COLONIA","MEJORADA","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","98",17,"","","","Fijo",20.54142866,-89.33431132,"2010-07"
"2717",9338772,"31080315222007291000000000U3","ARAMADO DE GUAYABERAS SIN NOMBRE","",315222,"Confección en serie de camisas","0 a 5 personas","CALLE","36","CALLE","31","CALLE","29","CALLE","34",NA,"SN","",NA,NA,"","PUEBLO","TEKIT","","","",NA,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","100",17,"9971266664","","","Fijo",20.53284579,-89.33968394,"2021-05"
"2726",4570612,"31080315229000491010000000U1","ARMADO DE CAMISAS SIN NOMBRE","",315222,"Confección en serie de camisas","0 a 5 personas","CALLE","18A","CALLE","14","CALLE","16","CALLE","33",NA,"SN","",NA,NA,"","SECTOR","SAN RAFAEL","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","012A",11,"","","","Fijo",20.52942717,-89.32744814,"2010-07"
"2727",4570600,"31080315222001431001000000U1","ARMADO DE CAMISAS SIN NOMBRE","",315222,"Confección en serie de camisas","6 a 10 personas","CALLE","29","CALLE","18","CALLE","16","CALLE","18A",NA,"SN","",NA,NA,"","SECTOR","SAN CRISTOBAL","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","012A",2,"","","","Fijo",20.53174434,-89.32845387,"2010-07"
"2728",4556650,"31080315229001471010000000U2","ARMADO DE CAMISAS SIN NOMBRE","",315222,"Confección en serie de camisas","0 a 5 personas","CALLE","14","CALLE","33","CALLE","18A","CALLE","16",NA,"SN","",NA,NA,"","SECTOR","TEKIT","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","012A",11,"","","","Fijo",20.52904661,-89.3268201,"2014-12"
"2729",8841996,"31046315222000111000000000U1","ARMADO DE CAMISAS SIN NOMBRE","",315222,"Confección en serie de camisas","0 a 5 personas","CALLE","17","CALLE","NINGUNO","CALLE","32","CALLE","21",0,"SN","",NA,0,"","PUEBLO","MAMA","","","",97900,31,"YUCATÁN       ",46,"Mama",1,"Mama","39",6,"","","","Fijo",20.48228888,-89.36717739,"2019-11"
"2730",6989265,"31080315222006581000000000U8","ARMADO DE CAMISAS SIN NOMBRE","",315222,"Confección en serie de camisas","0 a 5 personas","CALLE","22","CALLE","35","CALLE","31","CALLE","18A",NA,"SN","",NA,NA,"","SECTOR","SAN RAFAEL","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","012A",3,"","","","Fijo",20.52756278,-89.3311796,"2019-11"
"2731",6989267,"31080315222006591000000000U7","ARMADO DE CAMISAS SIN NOMBRE","",315222,"Confección en serie de camisas","0 a 5 personas","CALLE","22","CALLE","35","CALLE","31","CALLE","18A",NA,"SN","",NA,NA,"","SECTOR","SAN RAFAEL","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","012A",3,"9995704507","","","Fijo",20.52954964,-89.33160024,"2019-11"
"2732",4569309,"31046315229000121000000000U5","ARMADO DE CAMISAS SIN NOMBRE","",315222,"Confección en serie de camisas","0 a 5 personas","CALLE","18","CALLE","21","CALLE","23","CALLE","20",NA,"SN","",NA,NA,"","PUEBLO","MAMA","","","",97900,31,"YUCATÁN       ",46,"Mama",1,"Mama","43",29,"","","","Fijo",20.47804249,-89.36047183,"2010-07"
